	action_index	object_in_range	v_measure_calc_distance	v_measure_sensor_distance
138	2.0	1.0	0.0	0.8589262358483868
139	2.0	1.0	0.0	1.1244041919532068
140	0.0	0.0	3.0	1.1272804736067228
141	0.0	0.0	3.0	1.0955782144476638
142	0.0	0.0	3.0	0.8957220925555965
143	2.0	1.0	0.0	0.8523872025542061
144	2.0	1.0	0.0	1.027444687508639
145	0.0	0.0	3.0	0.99948286042999
146	0.0	0.0	3.0	1.2151734714276872
147	0.0	0.0	3.0	1.2218594575586355
148	0.0	0.0	3.0	1.22796559759447
149	0.0	0.0	3.0	1.2351200372933384
150	0.0	0.0	3.0	1.2416772118158175
151	0.0	0.0	3.0	1.249393646801232
152	0.0	0.0	3.0	1.2572669201290874
153	0.0	0.0	3.0	1.2657156458288599
154	0.0	0.0	3.0	1.2741791413672743
155	0.0	0.0	3.0	1.2844132378078639
156	0.0	0.0	3.0	1.2936453649039188
157	0.0	0.0	3.0	1.3044988960195898
158	0.0	0.0	3.0	1.3144997709240047
159	2.0	1.0	0.0	1.2846149680234997
160	0.0	0.0	3.0	1.4231165480951966
161	0.0	0.0	3.0	1.1834998962867656
162	0.0	0.0	3.0	1.5255629043302115
163	0.0	0.0	3.0	1.5091211267969662
164	0.0	0.0	3.0	1.491527343773841
165	0.0	0.0	3.0	1.4728272220765037
166	0.0	0.0	3.0	1.4556148338503418
167	0.0	0.0	3.0	1.4389220917570105
168	0.0	0.0	3.0	1.4223817505034497
169	0.0	0.0	3.0	1.4040740318888432
170	0.0	0.0	3.0	1.6
171	0.0	0.0	3.0	1.6
172	0.0	0.0	3.0	1.6
173	0.0	0.0	3.0	1.6
174	0.0	0.0	3.0	1.6
175	0.0	0.0	3.0	1.6
176	0.0	0.0	3.0	1.6
177	0.0	0.0	3.0	1.6
178	0.0	0.0	3.0	1.6
179	0.0	0.0	3.0	1.6
180	0.0	0.0	3.0	1.6
181	0.0	0.0	3.0	1.6
182	0.0	0.0	3.0	1.6
183	0.0	0.0	3.0	1.6
184	0.0	0.0	3.0	1.6
185	0.0	0.0	3.0	1.6
186	0.0	0.0	3.0	1.6
187	0.0	0.0	3.0	1.6
188	0.0	0.0	3.0	1.6
189	0.0	0.0	3.0	1.6
190	0.0	0.0	3.0	1.6
191	0.0	0.0	3.0	1.6
192	0.0	0.0	3.0	1.6
193	0.0	0.0	3.0	1.6
194	0.0	0.0	3.0	1.6
195	0.0	0.0	3.0	1.6
196	0.0	0.0	3.0	1.6
197	0.0	0.0	3.0	1.4290475037199477
198	0.0	0.0	3.0	1.1388153702069927
199	1.0	1.0	0.0	1.1395762049731393
200	1.0	1.0	0.0	1.1797280867153341
201	1.0	1.0	0.0	1.347084409992712
202	1.0	1.0	0.0	1.3179771761946857
203	1.0	1.0	0.0	1.4577778436677375
204	0.0	0.0	3.0	1.6
205	0.0	0.0	3.0	1.6
206	0.0	0.0	3.0	1.6
207	0.0	0.0	3.0	1.4139380379980284
208	0.0	0.0	3.0	1.4203081333158305
209	0.0	0.0	3.0	1.4124278882003518
210	0.0	0.0	3.0	1.6
211	0.0	0.0	3.0	1.6
212	0.0	0.0	3.0	1.6
213	0.0	0.0	3.0	1.1262390732325884
214	2.0	1.0	0.0	1.1273340280221908
215	2.0	1.0	0.0	1.1133147401984536
216	2.0	1.0	0.0	1.2865559423539215
217	0.0	0.0	3.0	1.3157130989847106
218	0.0	0.0	3.0	1.3669413417486354
219	0.0	0.0	3.0	1.2512716840696627
220	2.0	1.0	0.0	1.4158736507644
221	2.0	1.0	0.0	1.3791264735147477
222	0.0	0.0	3.0	1.1968802422481974
223	0.0	0.0	3.0	1.2022830587914193
224	0.0	0.0	3.0	1.202076486385295
225	0.0	0.0	3.0	1.2016831496218
226	0.0	0.0	3.0	1.201433309173742
227	0.0	0.0	3.0	1.2025633531995303
228	0.0	0.0	3.0	1.2036932073231574
229	0.0	0.0	3.0	1.2078448263016868
230	0.0	0.0	3.0	1.2121229758767522
231	0.0	0.0	3.0	1.2194490265017104
232	0.0	0.0	3.0	1.2203095825467287
233	0.0	0.0	3.0	1.240609432922566
234	0.0	0.0	3.0	1.253135202559268
235	0.0	0.0	3.0	1.2647003032878712
236	0.0	0.0	3.0	1.2772618367616615
237	0.0	0.0	3.0	1.289326533225318
238	0.0	0.0	3.0	1.3015039092178884
239	2.0	1.0	0.0	1.3003707252759524
240	0.0	0.0	3.0	1.2739007296949807
241	0.0	0.0	3.0	1.2728890036639262
242	0.0	0.0	3.0	1.2612297174019365
243	0.0	0.0	3.0	1.2503577694548587
244	0.0	0.0	3.0	1.2390492029694442
245	0.0	0.0	3.0	1.2287291685525086
246	0.0	0.0	3.0	1.2140936003622795
247	0.0	0.0	3.0	1.208343551314562
248	0.0	0.0	3.0	1.1983466375980043
249	0.0	0.0	3.0	1.1861874803684591
250	0.0	0.0	3.0	1.1749634586982864
251	0.0	0.0	3.0	1.1648185633970245
252	0.0	0.0	3.0	0.8523572694485366
253	2.0	1.0	0.0	0.8627312392655391
254	2.0	1.0	0.0	0.8919625202870276
255	2.0	1.0	0.0	1.0023399225731362
256	2.0	1.0	0.0	1.2433136678388124
257	0.0	0.0	3.0	1.0850927546446703
258	0.0	0.0	3.0	1.1896583050841358
259	0.0	0.0	3.0	1.1397113745148495
260	2.0	1.0	0.0	1.1363554305526598
261	0.0	0.0	3.0	1.0546511324700618
262	0.0	0.0	3.0	1.0160948126014209
263	0.0	0.0	3.0	1.2473414691326674
264	0.0	0.0	3.0	1.2794824016640218
265	2.0	1.0	0.0	1.2926226219371215
266	0.0	0.0	3.0	1.2554650029569596
267	0.0	0.0	3.0	1.416038141980751
268	0.0	0.0	3.0	1.397666069627204
269	0.0	0.0	3.0	1.379397158920028
270	0.0	0.0	3.0	1.3620383106338294
271	0.0	0.0	3.0	1.3270753802973096
272	0.0	0.0	3.0	1.3261174587975613
273	0.0	0.0	3.0	1.3094572062286922
274	0.0	0.0	3.0	1.2707920807742368
275	0.0	0.0	3.0	1.2777962262859213
276	0.0	0.0	3.0	1.2621613374254206
277	0.0	0.0	3.0	1.2455958950474608
278	0.0	0.0	3.0	1.4375045619770508
279	0.0	0.0	3.0	1.4307788758149855
280	0.0	0.0	3.0	1.4237260073474296
281	0.0	0.0	3.0	1.4161274441001332
282	0.0	0.0	3.0	1.4107697971919597
283	0.0	0.0	3.0	1.4060496067092831
284	0.0	0.0	3.0	1.6
285	0.0	0.0	3.0	1.6
286	0.0	0.0	3.0	1.6
287	0.0	0.0	3.0	1.6
288	0.0	0.0	3.0	1.6
289	0.0	0.0	3.0	1.6
290	0.0	0.0	3.0	1.6
291	0.0	0.0	3.0	1.6
292	0.0	0.0	3.0	1.6
293	0.0	0.0	3.0	1.6
294	0.0	0.0	3.0	1.6
295	0.0	0.0	3.0	1.6
296	0.0	0.0	3.0	1.6
297	0.0	0.0	3.0	1.6
298	0.0	0.0	3.0	1.6
299	0.0	0.0	3.0	1.6
300	0.0	0.0	3.0	1.6
301	0.0	0.0	3.0	1.6
302	0.0	0.0	3.0	1.6
303	0.0	0.0	3.0	1.6
304	0.0	0.0	3.0	1.6
305	0.0	0.0	3.0	1.6
306	0.0	0.0	3.0	1.6
307	0.0	0.0	3.0	1.6
308	0.0	0.0	3.0	1.6
309	0.0	0.0	3.0	1.6
310	0.0	0.0	3.0	1.6
311	0.0	0.0	3.0	1.6
312	0.0	0.0	3.0	1.6
313	0.0	0.0	3.0	1.6
314	0.0	0.0	3.0	1.6
315	0.0	0.0	3.0	1.6
316	0.0	0.0	3.0	1.6
317	0.0	0.0	3.0	1.6
318	0.0	0.0	3.0	1.6
319	0.0	0.0	3.0	1.6
320	0.0	0.0	3.0	1.6
321	0.0	0.0	3.0	1.6
322	0.0	0.0	3.0	1.6
323	0.0	0.0	3.0	1.421670081818947
324	0.0	0.0	3.0	1.4357128222969575
325	0.0	0.0	3.0	1.422798880182338
326	0.0	0.0	3.0	1.6
327	0.0	0.0	3.0	1.6
328	0.0	0.0	3.0	1.6
329	0.0	0.0	3.0	1.6
330	0.0	0.0	3.0	1.6
331	0.0	0.0	3.0	1.4304296257511822
332	0.0	0.0	3.0	1.4199978749337148
333	0.0	0.0	3.0	1.6
334	0.0	0.0	3.0	1.6
335	0.0	0.0	3.0	1.6
336	0.0	0.0	3.0	1.6
337	0.0	0.0	3.0	1.6
338	0.0	0.0	3.0	1.6
339	0.0	0.0	3.0	1.6
340	0.0	0.0	3.0	1.6
341	0.0	0.0	3.0	1.6
342	0.0	0.0	3.0	1.6
343	0.0	0.0	3.0	1.6
344	0.0	0.0	3.0	1.6
345	0.0	0.0	3.0	1.6
346	0.0	0.0	3.0	1.6
347	0.0	0.0	3.0	1.0322387776056499
348	1.0	1.0	0.0	1.2440267962486344
349	1.0	1.0	0.0	1.049767258076341
350	1.0	1.0	0.0	1.2324993989645117
351	1.0	1.0	0.0	1.2224522447810378
352	1.0	1.0	0.0	1.4121991398450515
353	0.0	0.0	3.0	1.4118181867650457
354	0.0	0.0	3.0	1.4231812938088844
355	0.0	0.0	3.0	1.437747733180459
356	0.0	0.0	3.0	1.260371982109418
357	1.0	1.0	0.0	1.4370319237578317
358	0.0	0.0	3.0	1.223484358329811
359	0.0	0.0	3.0	1.2250203539710558
360	0.0	0.0	3.0	0.6825336759202076
361	1.0	1.0	0.0	0.7327875729664692
362	1.0	1.0	0.0	0.9735115149279894
363	1.0	1.0	0.0	1.033968070062806
364	1.0	1.0	0.0	1.1094154258160729
365	1.0	1.0	0.0	1.14826582175855
366	0.0	0.0	3.0	1.0772316673003444
367	0.0	0.0	3.0	0.9089188561369131
368	0.0	0.0	3.0	1.2191479538890821
369	0.0	0.0	3.0	1.4076844852137538
370	0.0	0.0	3.0	1.4130830629989297
371	0.0	0.0	3.0	1.4169634652196266
372	0.0	0.0	3.0	1.4206542063186167
373	0.0	0.0	3.0	1.424668912391624
374	0.0	0.0	3.0	1.4282197786762871
375	0.0	0.0	3.0	1.431644508173572
376	0.0	0.0	3.0	1.4349118853211045
377	0.0	0.0	3.0	1.239340095121503
378	0.0	0.0	3.0	1.246068043280403
379	0.0	0.0	3.0	1.2526440940218557
380	0.0	0.0	3.0	1.2598252589007868
381	0.0	0.0	3.0	1.26649677314506
382	0.0	0.0	3.0	1.2704933007081667
383	0.0	0.0	3.0	1.277793280637793
384	0.0	0.0	3.0	1.2857949215539821
385	0.0	0.0	3.0	1.0979164858269712
386	1.0	1.0	0.0	1.3030870479312542
387	0.0	0.0	3.0	1.2887504548583584
388	0.0	0.0	3.0	1.4669023982165128
389	0.0	0.0	3.0	1.4563027526958945
390	0.0	0.0	3.0	1.4458091100893737
391	0.0	0.0	3.0	1.4360779994976574
392	0.0	0.0	3.0	1.4249620416165716
393	0.0	0.0	3.0	1.4153907587464785
394	0.0	0.0	3.0	1.4067996086410233
395	0.0	0.0	3.0	1.6
396	0.0	0.0	3.0	1.6
397	0.0	0.0	3.0	1.6
398	0.0	0.0	3.0	1.6
399	0.0	0.0	3.0	1.6
400	0.0	0.0	3.0	1.6
401	0.0	0.0	3.0	1.6
402	0.0	0.0	3.0	1.6
403	0.0	0.0	3.0	1.6
404	0.0	0.0	3.0	1.6
405	0.0	0.0	3.0	1.6
406	0.0	0.0	3.0	1.6
407	0.0	0.0	3.0	1.6
408	0.0	0.0	3.0	1.6
409	0.0	0.0	3.0	1.6
410	0.0	0.0	3.0	1.6
411	0.0	0.0	3.0	1.6
412	0.0	0.0	3.0	1.6
413	0.0	0.0	3.0	1.6
414	0.0	0.0	3.0	1.6
415	0.0	0.0	3.0	1.6
416	0.0	0.0	3.0	1.6
417	0.0	0.0	3.0	1.6
418	0.0	0.0	3.0	1.6
419	0.0	0.0	3.0	1.6
420	0.0	0.0	3.0	1.6
421	0.0	0.0	3.0	1.6
422	0.0	0.0	3.0	1.6
423	0.0	0.0	3.0	1.6
424	0.0	0.0	3.0	1.6
425	0.0	0.0	3.0	1.6
426	0.0	0.0	3.0	1.6
427	0.0	0.0	3.0	1.6
428	0.0	0.0	3.0	1.4038103845037249
429	0.0	0.0	3.0	1.2931691079784982
430	0.0	0.0	3.0	1.384117637133496
431	2.0	1.0	0.0	1.3740875423496552
432	2.0	1.0	0.0	1.3396735340860266
433	0.0	0.0	3.0	1.475526233636287
434	0.0	0.0	3.0	1.6
435	0.0	0.0	3.0	1.6
436	0.0	0.0	3.0	1.6
437	0.0	0.0	3.0	1.6
438	0.0	0.0	3.0	1.4642483387361171
439	0.0	0.0	3.0	1.460566733335722
440	0.0	0.0	3.0	1.4373872612608258
441	0.0	0.0	3.0	1.4011436457070015
442	0.0	0.0	3.0	1.6
443	0.0	0.0	3.0	1.6
444	0.0	0.0	3.0	1.6
445	0.0	0.0	3.0	1.6
446	0.0	0.0	3.0	1.6
447	0.0	0.0	3.0	1.6
448	0.0	0.0	3.0	1.419400012185221
449	0.0	0.0	3.0	1.2445018004435313
450	1.0	1.0	0.0	1.4367794468969146
451	0.0	0.0	3.0	1.4373367522119447
452	0.0	0.0	3.0	1.4490055626275409
453	0.0	0.0	3.0	1.2766064245516309
454	1.0	1.0	0.0	1.4521301467599965
455	0.0	0.0	3.0	1.270646505986361
456	0.0	0.0	3.0	1.2645510761498566
457	0.0	0.0	3.0	1.2535761859275436
458	0.0	0.0	3.0	1.4453668261270725
459	0.0	0.0	3.0	0.7416831065203399
460	1.0	1.0	0.0	0.7770224545688436
461	1.0	1.0	0.0	1.0184560645005472
462	1.0	1.0	0.0	0.8815038376997729
463	1.0	1.0	0.0	1.136228755574035
464	1.0	1.0	0.0	0.958879426354968
465	1.0	1.0	0.0	1.1945222731220975
466	0.0	0.0	3.0	1.2608631447873762
467	0.0	0.0	3.0	1.0965346988770466
468	0.0	0.0	3.0	1.221089703913738
469	0.0	0.0	3.0	1.4052254894976335
470	0.0	0.0	3.0	1.6
471	0.0	0.0	3.0	1.6
472	0.0	0.0	3.0	1.6
473	0.0	0.0	3.0	1.6
474	0.0	0.0	3.0	1.6
475	0.0	0.0	3.0	1.6
476	0.0	0.0	3.0	1.6
477	0.0	0.0	3.0	1.6
478	0.0	0.0	3.0	1.6
479	0.0	0.0	3.0	1.6
480	0.0	0.0	3.0	1.6
